"Veg_Type","Phen_Metric","Drought_Index","Drought_Metric","Slope","Error","Adjusted_R2","F_Statistic","P_Value","significant"
"GR","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",2.46988796899171,3.64852464153169,-0.00186509260294865,0.458268432082033,0.498973960189817,NA
"SH","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",10.2795733832037,8.92038850168801,0.00297252696879613,1.32795281515511,0.251690833346898,NA
"AG","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_3month",4.3034854743025,7.94409216803918,-0.00310848282498699,0.293462176592244,0.588541693885906,NA
"DB","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_3month",2.12682724758799,1.57991998819286,0.00201620139622405,1.81215042009296,0.17901096880854,NA
"EN","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_3month",-0.685066370223903,3.16666241779986,-0.00410778463059103,0.0468017143400602,0.828915139402078,NA
"GR","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_3month",1.05762286331579,4.41850476319638,-0.00325006739350742,0.057294245723001,0.810993847297889,NA
"SH","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_3month",-6.22565492073179,11.287337511497,-0.00636554096694653,0.304219512830968,0.58237815513815,NA
"AG","SOS_25_difference_from_mean","SPEI","Mean_SPEI_6month",9.35007680454435,6.45789363021547,0.00478522215389532,2.09627657805625,0.149038046765391,NA
"DB","SOS_25_difference_from_mean","SPEI","Mean_SPEI_6month",-0.130765308453202,1.29030113309419,-0.0024680894828526,0.0102707682011412,0.91932740842023,NA
"EN","SOS_25_difference_from_mean","SPEI","Mean_SPEI_6month",-0.101038284850305,2.60863138185095,-0.00430385065771377,0.00150019081322544,0.969137132119743,NA
"GR","SOS_25_difference_from_mean","SPEI","Mean_SPEI_6month",-5.08635839923367,3.52906140887701,0.00368834620252012,2.07728213440279,0.150585074704568,NA
"SH","SOS_25_difference_from_mean","SPEI","Mean_SPEI_6month",-1.69403480650692,9.20480694424939,-0.00886082455529036,0.0338700072811509,0.854325542859979,NA
"AG","SOS_25_difference_from_mean","SPEI","Mean_May_Sept_SPEI_6month",8.43318589105195,5.22064089145551,0.00700916622863434,2.60937024369008,0.107622944604215,NA
"DB","SOS_25_difference_from_mean","SPEI","Mean_May_Sept_SPEI_6month",-0.366531127520331,1.11025685110016,-0.00222137374816023,0.108987026069168,0.741472751620506,NA
"EN","SOS_25_difference_from_mean","SPEI","Mean_May_Sept_SPEI_6month",-0.536976501217595,2.18004506449913,-0.00404777427858516,0.0606707857223535,0.805656652459807,NA
"GR","SOS_25_difference_from_mean","SPEI","Mean_May_Sept_SPEI_6month",-5.77840630253283,2.89052506089224,0.0101917670577085,3.9963422358865,0.0465320940943344,"yes"
"SH","SOS_25_difference_from_mean","SPEI","Mean_May_Sept_SPEI_6month",-7.57044711695838,7.30936136341612,0.000660605176359241,1.072714605044,0.302625415228722,NA
"AG","SOS_25_difference_from_mean","SPEI","Mean_Oct_Feb_SPEI_6month",1.65735188045134,5.23250657154231,-0.00396157439933686,0.100325165742344,0.751730866044195,NA
"DB","SOS_25_difference_from_mean","SPEI","Mean_Oct_Feb_SPEI_6month",1.5492794440144,0.927890899565168,0.00442763755825071,2.78782614460224,0.0957633909327709,NA
"EN","SOS_25_difference_from_mean","SPEI","Mean_Oct_Feb_SPEI_6month",-0.323330556295283,2.05379983597712,-0.00420306678820404,0.0247843349217244,0.875042574130941,NA
"GR","SOS_25_difference_from_mean","SPEI","Mean_Oct_Feb_SPEI_6month",-3.28381713455854,2.58845303620908,0.0020899510779453,1.60944948328658,0.205586584765795,NA
"SH","SOS_25_difference_from_mean","SPEI","Mean_Oct_Feb_SPEI_6month",0.347597222632483,5.23888880262234,-0.00913355547329919,0.00440224525910507,0.947221185010941,NA
"AG","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",2.65382638655265,5.48016492754634,-0.00336873107525948,0.23450805135613,0.628668023811776,NA
"DB","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",1.54784328042922,1.09743933567311,0.00245482048885681,1.98926630772155,0.159192835666037,NA
"EN","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",-0.674705411899762,2.15180892713256,-0.00388492578523247,0.0983152702974486,0.754142545594837,NA
"GR","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",2.88376763180355,3.0206527010806,-0.000304488563545924,0.911420799361673,0.340532821157383,NA
"SH","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",1.68570800972387,7.51967547268635,-0.00870925511241327,0.0502535220035173,0.823042371007464,NA
"AG","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_6month",6.01289658036365,6.60672563499438,-0.000753576865353933,0.828313853407489,0.363725909178705,NA
"DB","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_6month",1.45223463089964,1.26004161489838,0.000816058208965686,1.3283233309536,0.249790310500684,NA
"EN","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_6month",-0.406953729682325,2.55950559110616,-0.00420092134529759,0.0252800483960583,0.873809554559485,NA
"GR","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_6month",1.06589905374811,3.57702823206567,-0.00314112520057419,0.0887947763238246,0.765928348508526,NA
"SH","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_6month",1.88624986648225,9.14655017529266,-0.00878071284706761,0.0425288659103431,0.836999648209589,NA
"AG","SOS_25_difference_from_mean","SPEI","Mean_SPEI_12month",7.28061948482718,5.61354556740234,0.00298291809929652,1.68214009467426,0.195957038204425,NA
"DB","SOS_25_difference_from_mean","SPEI","Mean_SPEI_12month",0.976485672711901,1.04258756989355,-0.000305525544531671,0.877216244671977,0.349528977847113,NA
"EN","SOS_25_difference_from_mean","SPEI","Mean_SPEI_12month",0.1530668220661,2.2029885972948,-0.00428944664367403,0.00482767063204988,0.944666255492704,NA
"GR","SOS_25_difference_from_mean","SPEI","Mean_SPEI_12month",-4.78511361938347,2.90764091762334,0.00583631693570874,2.70833863399273,0.100908239883963,NA
"SH","SOS_25_difference_from_mean","SPEI","Mean_SPEI_12month",-2.31008557960308,6.78827222025436,-0.0081032461228443,0.11580775387736,0.734281521068142,NA
"AG","SOS_25_difference_from_mean","SPEI","Mean_May_Sept_SPEI_12month",5.53179574934637,5.01688162392508,0.000945625961020213,1.21580679161733,0.271352769595023,NA
"DB","SOS_25_difference_from_mean","SPEI","Mean_May_Sept_SPEI_12month",0.634658188677581,0.944329703805409,-0.00136583889567188,0.45168167843073,0.501924460048597,NA
"EN","SOS_25_difference_from_mean","SPEI","Mean_May_Sept_SPEI_12month",-0.0249077285787592,2.03294469326146,-0.00430969500202316,0.00015011259118615,0.990235056792797,NA
"GR","SOS_25_difference_from_mean","SPEI","Mean_May_Sept_SPEI_12month",-5.64091176753546,2.64367206814298,0.0120618459538858,4.55285111543217,0.0337029509577175,"yes"
"SH","SOS_25_difference_from_mean","SPEI","Mean_May_Sept_SPEI_12month",-5.66282591085506,5.93497506852518,-0.000815278688852228,0.910392399393386,0.342121550670089,NA
"AG","SOS_25_difference_from_mean","SPEI","Mean_Oct_Feb_SPEI_12month",2.95373737278656,4.85485704644228,-0.00277010326828186,0.37016117342372,0.543524719194454,NA
"DB","SOS_25_difference_from_mean","SPEI","Mean_Oct_Feb_SPEI_12month",1.61412255637982,0.871642855740969,0.00600654929147648,3.42922406928573,0.0647870415134826,NA
"EN","SOS_25_difference_from_mean","SPEI","Mean_Oct_Feb_SPEI_12month",-0.89302073594388,1.89458680770424,-0.00334948880270236,0.222174427017548,0.637831024764052,NA
"GR","SOS_25_difference_from_mean","SPEI","Mean_Oct_Feb_SPEI_12month",-0.566185777553172,2.522495174201,-0.00327398333132489,0.0503798909924062,0.822561608907316,NA
"SH","SOS_25_difference_from_mean","SPEI","Mean_Oct_Feb_SPEI_12month",0.712869503879811,6.01405671691035,-0.00904424444089513,0.0140502817597239,0.905862818823944,NA
"AG","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",5.76738148150241,5.2065560608575,0.000994768426443193,1.22703304653551,0.269157162668838,NA
"DB","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",0.367449554915419,0.9420763268693,-0.00211357982731353,0.152132944125517,0.696712408112977,NA
"EN","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",-0.457277230581205,2.01541083315869,-0.00408754463009897,0.0514792221988088,0.820708816536455,NA
"GR","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",0.671177469690162,2.7216149094391,-0.0032378847863368,0.0608164951578505,0.805384533676287,NA
"SH","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",-2.17189048681589,5.99392173590683,-0.00796016685315459,0.131296669608792,0.717792974418853,NA
"AG","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_12month",7.84234937657637,5.7818023852674,0.00366972893681683,1.83977996242291,0.176324257745872,NA
"DB","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_12month",0.515181246906913,1.03792681058971,-0.00187822428815521,0.246369323602331,0.619915194003207,NA
"EN","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_12month",-1.13495891221966,2.2358797555544,-0.00319614967855797,0.257669723570419,0.612207844887509,NA
"GR","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_12month",0.430836024442008,3.03269138770802,-0.0033784470982563,0.0201821571553392,0.887128161267071,NA
"SH","SOS_25_difference_from_mean","SPEI","Prev_Year_Mean_SPEI_12month",-3.28014480803636,6.97506748730432,-0.00713093425501188,0.221151151879224,0.639103787802076,NA
"AG","GSL_25","SPEI","Mean_SPEI_3month",-1.02715692842096,6.46305718743128,-0.0042935402334543,0.0252579211054051,0.873867371163502,NA
"DB","GSL_25","SPEI","Mean_SPEI_3month",6.06094440652552,4.23935379428849,0.00259029239881547,2.04400181428774,0.153585797916567,NA
"EN","GSL_25","SPEI","Mean_SPEI_3month",-2.91017344194346,5.24829825397342,-0.00298109842100192,0.307468572252317,0.579771876587584,NA
"GR","GSL_25","SPEI","Mean_SPEI_3month",10.9747088238201,6.75430466754244,0.0056045847889824,2.64012640107332,0.105281541782856,NA
"SH","GSL_25","SPEI","Mean_SPEI_3month",3.41337494079266,15.809514749615,-0.0087429071915639,0.0466155605995254,0.829464249551369,NA
"AG","GSL_25","SPEI","Mean_May_Sept_SPEI_3month",-4.79339517497215,4.99882651957986,-0.000353207842424208,0.919497046201922,0.338627266524335,NA
"DB","GSL_25","SPEI","Mean_May_Sept_SPEI_3month",5.82981432495338,3.43491428001332,0.00465623973001328,2.88056473168384,0.0904304947926335,NA
"EN","GSL_25","SPEI","Mean_May_Sept_SPEI_3month",-1.1397182335866,4.09789193528754,-0.0039756036308991,0.0773524350099645,0.781165604891782,NA
"GR","GSL_25","SPEI","Mean_May_Sept_SPEI_3month",0.963850054268857,5.39851323177936,-0.00333798999281032,0.0318764986514288,0.858423643887824,NA
"SH","GSL_25","SPEI","Mean_May_Sept_SPEI_3month",-13.3181425339366,13.4215079964976,-0.000139507144134132,0.984656354693374,0.323249643824899,NA
"AG","GSL_25","SPEI","Mean_Oct_Feb_SPEI_3month",11.5470785350008,5.0891434509692,0.0178687300577034,5.14819340127082,0.02421030803185,"yes"
"DB","GSL_25","SPEI","Mean_Oct_Feb_SPEI_3month",-3.74291942235929,2.99007197222974,0.00140835983816212,1.56695913742019,0.211378851266912,NA
"EN","GSL_25","SPEI","Mean_Oct_Feb_SPEI_3month",5.54957935999236,4.32463907350909,0.00276794986455853,1.64672241365945,0.200685979031816,NA
"GR","GSL_25","SPEI","Mean_Oct_Feb_SPEI_3month",9.84731777319318,4.90856321907244,0.0102870317771359,4.02464082341137,0.0457685662682416,"yes"
"SH","GSL_25","SPEI","Mean_Oct_Feb_SPEI_3month",-5.66926992176366,8.8153014800259,-0.00535948523845842,0.413599428973798,0.521498857096786,NA
"AG","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",4.82899897883826,5.1903688278392,-0.000589816646627606,0.865601075292026,0.353164360413441,NA
"DB","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",-0.0291761000234587,3.33734043235499,-0.00249357451683574,7.64281695384938e-05,0.993029073752101,NA
"EN","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",2.95660120592017,4.05565385690168,-0.0020149892652439,0.531451621151848,0.466732493946669,NA
"GR","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",2.93166581792487,5.60673965326623,-0.00250313641790623,0.273406066126144,0.601455303193474,NA
"SH","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_3month",-19.8790279814671,12.5171130235503,0.0136494246857017,2.52221406161674,0.11514949501652,NA
"AG","GSL_25","SPEI","Prev_Year_Mean_SPEI_3month",8.37583348301287,6.46581968182853,0.00296515292344279,1.67806543424962,0.196497503807513,NA
"DB","GSL_25","SPEI","Prev_Year_Mean_SPEI_3month",-1.96861609524084,4.12541166849504,-0.00192481016970958,0.227712817998609,0.633484914615248,NA
"EN","GSL_25","SPEI","Prev_Year_Mean_SPEI_3month",6.7063264840459,5.12778376530269,0.00303986582919535,1.71044840603543,0.192221632709763,NA
"GR","GSL_25","SPEI","Prev_Year_Mean_SPEI_3month",3.49569295687134,6.78538413964744,-0.0025307519621931,0.265410243469551,0.606819838955254,NA
"SH","GSL_25","SPEI","Prev_Year_Mean_SPEI_3month",-26.9842471027858,15.7352625759947,0.0173381595934978,2.9408482927309,0.0892070763453705,NA
"AG","GSL_25","SPEI","Mean_SPEI_6month",1.17452765295243,5.2958786438905,-0.00418769606821146,0.0491870122581369,0.824683408912755,NA
"DB","GSL_25","SPEI","Mean_SPEI_6month",2.9270682433551,3.35940453936671,-0.00059942979448846,0.759173581146387,0.384108608551226,NA
"EN","GSL_25","SPEI","Mean_SPEI_6month",-0.0217062851394403,4.23929169379072,-0.00431023133583186,2.62170852985843e-05,0.995919039690981,NA
"GR","GSL_25","SPEI","Mean_SPEI_6month",7.46124926854022,5.42314505693147,0.00305889427369666,1.89286942682255,0.169940251628828,NA
"SH","GSL_25","SPEI","Mean_SPEI_6month",-6.3702338900198,12.9736055737435,-0.00694705911536531,0.241095650687401,0.624403047230089,NA
"AG","GSL_25","SPEI","Mean_May_Sept_SPEI_6month",-3.53677394150886,4.28007700974771,-0.00139304232813076,0.682828182952619,0.409482231117986,NA
"DB","GSL_25","SPEI","Mean_May_Sept_SPEI_6month",3.95726097535286,2.88698003245595,0.00218152910888325,1.87889203031873,0.171226865000197,NA
"EN","GSL_25","SPEI","Mean_May_Sept_SPEI_6month",-0.0843047838906723,3.54324290784063,-0.00430789417652933,0.000566112293354125,0.981038084167389,NA
"GR","GSL_25","SPEI","Mean_May_Sept_SPEI_6month",2.97190530019255,4.46758135281862,-0.00191944373385011,0.442511940412267,0.506441222058836,NA
"SH","GSL_25","SPEI","Mean_May_Sept_SPEI_6month",-7.70952915395902,10.3361507808557,-0.00404963228565292,0.556337120100572,0.45734539373946,NA
"AG","GSL_25","SPEI","Mean_Oct_Feb_SPEI_6month",9.86862073316299,4.22220984694863,0.0191988650422312,5.4630262686403,0.0202934690986949,"yes"
"DB","GSL_25","SPEI","Mean_Oct_Feb_SPEI_6month",-3.45747888157516,2.42033499815051,0.00258199282153115,2.04064806007637,0.153922809961674,NA
"EN","GSL_25","SPEI","Mean_Oct_Feb_SPEI_6month",4.58291682035708,3.32421249912059,0.003850645563518,1.90066857173969,0.169331372841355,NA
"GR","GSL_25","SPEI","Mean_Oct_Feb_SPEI_6month",6.27522105171776,3.97040225922721,0.00512133612443011,2.49798047372291,0.115082428394342,NA
"SH","GSL_25","SPEI","Mean_Oct_Feb_SPEI_6month",-8.45495111862482,7.34655124294398,0.00294141171605977,1.32450980571107,0.25230271454323,NA
"AG","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",2.04291278813061,4.47421242447019,-0.00348366843194592,0.208480987314111,0.648397190766558,NA
"DB","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",0.533869115862103,2.86690087619786,-0.00240708057797123,0.0346772173770391,0.852367819236245,NA
"EN","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",4.16649479469636,3.48692535220938,0.00183253208585532,1.42776386701579,0.233349801423206,NA
"GR","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",0.170462927197394,4.64767802200676,-0.00344362125746223,0.00134520296638209,0.970767774330062,NA
"SH","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_6month",-16.0034895432142,10.4997280853342,0.0118854792275533,2.32312873411557,0.130359628137033,NA
"AG","GSL_25","SPEI","Prev_Year_Mean_SPEI_6month",4.64476799350076,5.39470027226587,-0.00113594243587034,0.741298994072423,0.390153582234535,NA
"DB","GSL_25","SPEI","Prev_Year_Mean_SPEI_6month",-0.945496675852174,3.28877856108467,-0.00228718069741873,0.0826515014163795,0.773884335169413,NA
"EN","GSL_25","SPEI","Prev_Year_Mean_SPEI_6month",6.4979245152215,4.13773662421527,0.00625324129237759,2.46617355815966,0.117683615133384,NA
"GR","GSL_25","SPEI","Prev_Year_Mean_SPEI_6month",2.45389970983506,5.49407242318578,-0.00275847584281963,0.199491712512442,0.655464784401088,NA
"SH","GSL_25","SPEI","Prev_Year_Mean_SPEI_6month",-24.6077080308378,12.6892116236213,0.0244831473029927,3.7607377523858,0.0550542385720452,NA
"AG","GSL_25","SPEI","Mean_SPEI_12month",3.44641627719417,4.5941044448381,-0.00192134401707622,0.562773626383671,0.453921695700846,NA
"DB","GSL_25","SPEI","Mean_SPEI_12month",-0.0384990157161572,2.7199650254908,-0.0024932647336986,0.000200342280527728,0.988713973285257,NA
"EN","GSL_25","SPEI","Mean_SPEI_12month",2.09258878726623,3.57746970623998,-0.00283138699624663,0.342149459340824,0.559159578416676,NA
"GR","GSL_25","SPEI","Mean_SPEI_12month",7.07357981183197,4.46833538856153,0.0051487285744205,2.5060341763542,0.114500929969155,NA
"SH","GSL_25","SPEI","Mean_SPEI_12month",-9.44844881873474,9.5389892397232,-0.000171785330862928,0.981106859169524,0.324119420136642,NA
"AG","GSL_25","SPEI","Mean_May_Sept_SPEI_12month",2.65183451186772,4.10291614354817,-0.00256030404911134,0.417741435762285,0.518719085816321,NA
"DB","GSL_25","SPEI","Mean_May_Sept_SPEI_12month",-0.447096307576018,2.46221872566316,-0.00241134218971473,0.0329722744878525,0.85600198053731,NA
"EN","GSL_25","SPEI","Mean_May_Sept_SPEI_12month",1.91171282186958,3.30134781352306,-0.00286085411609305,0.335322536208498,0.563103466928647,NA
"GR","GSL_25","SPEI","Mean_May_Sept_SPEI_12month",5.43296967539731,4.08057855124554,0.00264823622542254,1.77268298867929,0.184096016774988,NA
"SH","GSL_25","SPEI","Mean_May_Sept_SPEI_12month",-8.3303663797856,8.3698725278854,-8.56237379185387e-05,0.990582195216591,0.321804475483361,NA
"AG","GSL_25","SPEI","Mean_Oct_Feb_SPEI_12month",5.06801779997631,3.95240269560297,0.00281746552913975,1.64419714389076,0.20105850525893,NA
"DB","GSL_25","SPEI","Mean_Oct_Feb_SPEI_12month",-2.05318226997982,2.27889817242914,-0.000468582680074769,0.811717988299595,0.368153587686775,NA
"EN","GSL_25","SPEI","Mean_Oct_Feb_SPEI_12month",5.25363315646119,3.06098894724455,0.00828170133939987,2.94575053690785,0.0874384984422484,NA
"GR","GSL_25","SPEI","Mean_Oct_Feb_SPEI_12month",3.58279333067412,3.86974205129501,-0.000490980783478312,0.857194706662569,0.355294742054947,NA
"SH","GSL_25","SPEI","Mean_Oct_Feb_SPEI_12month",-14.7950593653229,8.36586402616154,0.0189748496971497,3.1276044411727,0.0797742650879476,NA
"AG","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",0.811926547884508,4.2617163602564,-0.00424471128232606,0.0362964708725837,0.849074821856265,NA
"DB","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",0.872624718036908,2.45514099617179,-0.00217804517712183,0.126328734283681,0.722456205085194,NA
"EN","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",5.52871757874218,3.25542742494485,0.00802203285993985,2.88424916508463,0.0907903928894005,NA
"GR","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",0.590111698597275,4.18130795159035,-0.00337936125158578,0.019917927168818,0.887864527470674,NA
"SH","GSL_25","SPEI","Prev_Year_Mean_May_Sept_SPEI_12month",-11.9897016534746,8.38288053216789,0.00941635014251707,2.0456446720334,0.155502657574687,NA
"AG","GSL_25","SPEI","Prev_Year_Mean_SPEI_12month",1.87321156804135,4.73766861272313,-0.00371404700217615,0.156330710897877,0.692928770964172,NA
"DB","GSL_25","SPEI","Prev_Year_Mean_SPEI_12month",0.74097650013347,2.70542727481901,-0.00230626906438092,0.0750131047803064,0.784313864281865,NA
"EN","GSL_25","SPEI","Prev_Year_Mean_SPEI_12month",6.81019448619727,3.60793960798813,0.0108797890557181,3.56287438264176,0.0603335804909467,NA
"GR","GSL_25","SPEI","Prev_Year_Mean_SPEI_12month",1.6046309876906,4.65810582089954,-0.00303783464592988,0.118667460557251,0.730733928232768,NA
"SH","GSL_25","SPEI","Prev_Year_Mean_SPEI_12month",-16.4336141825175,9.72366182029513,0.0165955535155061,2.85631750317132,0.0938737394959962,NA
